Vol(mV),Time(s),Relative Mois,Temperature(C)
503,8780,0.384848485,-1.17
503,8790,0.384848485,-0.68
503,8800,0.384848485,-1.17
503,8810,0.384848485,-0.68
503,8820,0.384848485,-0.2
503,8830,0.384848485,-0.68
503,8840,0.384848485,-0.68
503,8850,0.384848485,-0.2
503,8860,0.384848485,-1.17
503,8870,0.384848485,-0.68
503,8880,0.384848485,-0.68
503,8890,0.384848485,-1.17
503,8900,0.384848485,-1.17
503,8910,0.384848485,-0.68
503,8920,0.384848485,-0.68
503,8930,0.384848485,-0.68
503,8940,0.384848485,-0.68
503,8950,0.384848485,-0.2
503,8960,0.384848485,-0.68
503,8970,0.384848485,-0.2
503,8980,0.384848485,-0.2
503,8990,0.384848485,-1.17
503,9000,0.384848485,-0.68
503,9010,0.384848485,-1.17
503,9020,0.384848485,-0.68
503,9030,0.384848485,-0.68
503,9040,0.384848485,-0.68
503,9050,0.384848485,-1.17
503,9060,0.384848485,-0.68
503,9070,0.384848485,-0.68
503,9080,0.384848485,-0.68
503,9090,0.384848485,-0.2
503,9100,0.384848485,-1.17
503,9110,0.384848485,-0.2
503,9120,0.384848485,-0.2
503,9130,0.384848485,-0.68
503,9140,0.384848485,-1.17
503,9150,0.384848485,-0.68
503,9160,0.384848485,-1.17
503,9170,0.384848485,-0.68
503,9180,0.384848485,-0.68
503,9190,0.384848485,-1.17
503,9200,0.384848485,-1.17
503,9210,0.384848485,-0.2
503,9220,0.384848485,-0.2
503,9230,0.384848485,-0.68
503,9240,0.384848485,-0.68
503,9250,0.384848485,-0.68
503,9260,0.384848485,-0.2
503,9270,0.384848485,-0.68
503,9280,0.384848485,-1.17
503,9290,0.384848485,-1.17
503,9300,0.384848485,-0.2
502,9310,0.387878788,-0.68
503,9320,0.384848485,-0.68
503,9330,0.384848485,-1.17
503,9340,0.384848485,-0.68
503,9350,0.384848485,-1.17
503,9360,0.384848485,-1.17
503,9370,0.384848485,-0.68
503,9380,0.384848485,-0.68
503,9390,0.384848485,-0.68
503,9400,0.384848485,-1.17
503,9410,0.384848485,-1.17
503,9420,0.384848485,-0.2
503,9430,0.384848485,-0.68
503,9440,0.384848485,-1.17
503,9450,0.384848485,-0.68
503,9460,0.384848485,-0.68
503,9470,0.384848485,-0.68
503,9480,0.384848485,-1.66
503,9490,0.384848485,-0.68
503,9500,0.384848485,-0.2
503,9510,0.384848485,-1.17
503,9520,0.384848485,-0.68
503,9530,0.384848485,-0.68
503,9540,0.384848485,-1.17
503,9550,0.384848485,-0.68
503,9560,0.384848485,-0.68
503,9570,0.384848485,-0.68
503,9580,0.384848485,-0.2
503,9590,0.384848485,-1.17
503,9600,0.384848485,-0.68
503,9610,0.384848485,-0.68
503,9620,0.384848485,-1.17
503,9630,0.384848485,-0.68
503,9640,0.384848485,-1.17
503,9650,0.384848485,-0.68
503,9660,0.384848485,-0.68
503,9670,0.384848485,-0.68
503,9680,0.384848485,-0.2
503,9690,0.384848485,-0.68
503,9700,0.384848485,-0.68
503,9710,0.384848485,-0.68
503,9720,0.384848485,-0.68
503,9730,0.384848485,-1.17
503,9740,0.384848485,-1.17
503,9750,0.384848485,-0.68
503,9760,0.384848485,-0.68
503,9770,0.384848485,-1.17
503,9780,0.384848485,-0.2
503,9790,0.384848485,-1.17
503,9800,0.384848485,-1.17
503,9810,0.384848485,-1.66
503,9820,0.384848485,-0.68
503,9830,0.384848485,-1.17
503,9840,0.384848485,-0.2
503,9850,0.384848485,-0.68
503,9860,0.384848485,-0.68
503,9870,0.384848485,-0.68
503,9880,0.384848485,-1.66
503,9890,0.384848485,-1.17
503,9900,0.384848485,-0.68
503,9910,0.384848485,-1.66
503,9920,0.384848485,-0.68
503,9930,0.384848485,-0.68
503,9940,0.384848485,-0.68
503,9950,0.384848485,-1.17
503,9960,0.384848485,-1.17
503,9970,0.384848485,-0.68
502,9980,0.387878788,-1.66
503,9990,0.384848485,-0.68
503,10000,0.384848485,-0.68
503,10010,0.384848485,-1.66
502,10020,0.387878788,-0.68
503,10030,0.384848485,-0.68
502,10040,0.387878788,-1.17
503,10050,0.384848485,-1.66
503,10060,0.384848485,-1.17
503,10070,0.384848485,-0.68
503,10080,0.384848485,-0.68
503,10090,0.384848485,-1.66
502,10100,0.387878788,-1.17
502,10110,0.387878788,-0.68
502,10120,0.387878788,-0.68
503,10130,0.384848485,-1.17
503,10140,0.384848485,-1.66
502,10150,0.387878788,-1.66
503,10160,0.384848485,-1.17
503,10170,0.384848485,-0.68
503,10180,0.384848485,-1.66
503,10190,0.384848485,-0.68
503,10200,0.384848485,-0.68
503,10210,0.384848485,-1.17
503,10220,0.384848485,-0.68
503,10230,0.384848485,-1.66
503,10240,0.384848485,-1.17
503,10250,0.384848485,-0.68
503,10260,0.384848485,-1.66
503,10270,0.384848485,-1.17
502,10280,0.387878788,-0.68
503,10290,0.384848485,-1.17
503,10300,0.384848485,-1.17
503,10310,0.384848485,-0.68
503,10320,0.384848485,-0.68
503,10330,0.384848485,-1.66
503,10340,0.384848485,-1.17
503,10350,0.384848485,-0.68
503,10360,0.384848485,-1.66
503,10370,0.384848485,-1.66
503,10380,0.384848485,-1.17
503,10390,0.384848485,-1.17
503,10400,0.384848485,-1.66
503,10410,0.384848485,-0.68
503,10420,0.384848485,-1.17
503,10430,0.384848485,-1.17
503,10440,0.384848485,-1.17
503,10450,0.384848485,-1.17
503,10460,0.384848485,-1.66
503,10470,0.384848485,-1.17
503,10480,0.384848485,-1.17
503,10490,0.384848485,-1.17
503,10500,0.384848485,-1.17
503,10510,0.384848485,-0.68
502,10520,0.387878788,-0.68
503,10530,0.384848485,-0.68
503,10540,0.384848485,-1.66
502,10550,0.387878788,-0.68
503,10560,0.384848485,-1.17
502,10570,0.387878788,-0.68
502,10580,0.387878788,-1.17
502,10590,0.387878788,-1.17
503,10600,0.384848485,-1.17
503,10610,0.384848485,-1.17
503,10620,0.384848485,-1.17
503,10630,0.384848485,-0.68
502,10640,0.387878788,-1.17
503,10650,0.384848485,-1.17
503,10660,0.384848485,-1.66
503,10670,0.384848485,-0.68
503,10680,0.384848485,-1.17
503,10690,0.384848485,-1.17
503,10700,0.384848485,-1.17
503,10710,0.384848485,-1.66
503,10720,0.384848485,-1.66
503,10730,0.384848485,-0.68
502,10740,0.387878788,-1.17
503,10750,0.384848485,-1.17
503,10760,0.384848485,-1.17
503,10770,0.384848485,-0.68
503,10780,0.384848485,-1.17
503,10790,0.384848485,-1.66
503,10800,0.384848485,-1.17
503,10810,0.384848485,-1.17
503,10820,0.384848485,-1.17
503,10830,0.384848485,-1.17
503,10840,0.384848485,-1.66
503,10850,0.384848485,-1.17
503,10860,0.384848485,-0.68
503,10870,0.384848485,-1.17
503,10880,0.384848485,-1.66
502,10890,0.387878788,-0.68
503,10900,0.384848485,-1.17
503,10910,0.384848485,-1.17
503,10920,0.384848485,-1.17
503,10930,0.384848485,-1.66
503,10940,0.384848485,-1.17
503,10950,0.384848485,-1.17
503,10960,0.384848485,-0.68
503,10970,0.384848485,-1.17
503,10980,0.384848485,-1.66
503,10990,0.384848485,-0.68
502,11000,0.387878788,-1.66
503,11010,0.384848485,-1.17
503,11020,0.384848485,-1.17
503,11030,0.384848485,-1.66
503,11040,0.384848485,-1.17
503,11050,0.384848485,-1.17
503,11060,0.384848485,-1.66
503,11070,0.384848485,-1.66
503,11080,0.384848485,-1.17
503,11090,0.384848485,-1.17
503,11100,0.384848485,-1.17
503,11110,0.384848485,-1.66
503,11120,0.384848485,-1.17
503,11130,0.384848485,-1.17
502,11140,0.387878788,-1.66
503,11150,0.384848485,-0.68
503,11160,0.384848485,-0.68
503,11170,0.384848485,-0.68
503,11180,0.384848485,-1.17
502,11190,0.387878788,-1.17
502,11200,0.387878788,-1.17
503,11210,0.384848485,-1.66
502,11220,0.387878788,-1.17
503,11230,0.384848485,-1.17
503,11240,0.384848485,-1.17
503,11250,0.384848485,-1.66
503,11260,0.384848485,-1.17
503,11270,0.384848485,-0.68
503,11280,0.384848485,-1.66
503,11290,0.384848485,-1.17
503,11300,0.384848485,-0.68
503,11310,0.384848485,-1.66
503,11320,0.384848485,-1.17
503,11330,0.384848485,-1.17
502,11340,0.387878788,-1.66
503,11350,0.384848485,-1.66
502,11360,0.387878788,-1.17
502,11370,0.387878788,-1.17
503,11380,0.384848485,-0.68
503,11390,0.384848485,-1.17
503,11400,0.384848485,-1.17
502,11410,0.387878788,-1.17
503,11420,0.384848485,-1.17
503,11430,0.384848485,-1.17
503,11440,0.384848485,-0.68
503,11450,0.384848485,-0.68
503,11460,0.384848485,-1.17
503,11470,0.384848485,-1.17
503,11480,0.384848485,-1.66
503,11490,0.384848485,-1.17
503,11500,0.384848485,-1.17
503,11510,0.384848485,-1.17
503,11520,0.384848485,-1.17
503,11530,0.384848485,-1.17
503,11540,0.384848485,-1.17
503,11550,0.384848485,-1.66
502,11560,0.387878788,-0.68
503,11570,0.384848485,-1.66
503,11580,0.384848485,-1.17
503,11590,0.384848485,-0.68
503,11600,0.384848485,-1.17
503,11610,0.384848485,-1.66
503,11620,0.384848485,-1.17
503,11630,0.384848485,-1.17
503,11640,0.384848485,-1.17
503,11650,0.384848485,-1.66
503,11660,0.384848485,-1.66
503,11670,0.384848485,-1.17
502,11680,0.387878788,-1.17
503,11690,0.384848485,-1.66
502,11700,0.387878788,-1.17
502,11710,0.387878788,-0.68
503,11720,0.384848485,-1.17
503,11730,0.384848485,-1.17
503,11740,0.384848485,-1.17
503,11750,0.384848485,-1.17
502,11760,0.387878788,-1.17
502,11770,0.387878788,-1.17
503,11780,0.384848485,-1.17
503,11790,0.384848485,-1.66
503,11800,0.384848485,-1.66
503,11810,0.384848485,-1.17
503,11820,0.384848485,-1.17
502,11830,0.387878788,-1.66
502,11840,0.387878788,-1.17
503,11850,0.384848485,-1.17
502,11860,0.387878788,-0.68
502,11870,0.387878788,-1.66
503,11880,0.384848485,-1.17
502,11890,0.387878788,-0.68
503,11900,0.384848485,-1.66
503,11910,0.384848485,-1.17
503,11920,0.384848485,-1.66
502,11930,0.387878788,-1.17
503,11940,0.384848485,-1.17
503,11950,0.384848485,-0.68
502,11960,0.387878788,-1.66
502,11970,0.387878788,-1.66
502,11980,0.387878788,-1.17
503,11990,0.384848485,-1.66
503,12000,0.384848485,-1.17
503,12010,0.384848485,-0.68
503,12020,0.384848485,-1.17
503,12030,0.384848485,-1.17
503,12040,0.384848485,-1.17
503,12050,0.384848485,-1.66
503,12060,0.384848485,-0.68
503,12070,0.384848485,-1.17
503,12080,0.384848485,-1.17
503,12090,0.384848485,-1.17
503,12100,0.384848485,-1.17
502,12110,0.387878788,-0.68
502,12120,0.387878788,-1.66
502,12130,0.387878788,-1.17
502,12140,0.387878788,-1.66
503,12150,0.384848485,-0.68
503,12160,0.384848485,-1.66
502,12170,0.387878788,-1.66
503,12180,0.384848485,-1.17
503,12190,0.384848485,-1.17
503,12200,0.384848485,-1.17
502,12210,0.387878788,-1.66
503,12220,0.384848485,-1.17
502,12230,0.387878788,-1.17
503,12240,0.384848485,-1.66
503,12250,0.384848485,-1.66
502,12260,0.387878788,-1.17
503,12270,0.384848485,-1.66
503,12280,0.384848485,-1.66
503,12290,0.384848485,-1.17
502,12300,0.387878788,-1.66
503,12310,0.384848485,-1.17
502,12320,0.387878788,-1.17
503,12330,0.384848485,-1.66
502,12340,0.387878788,-1.66
503,12350,0.384848485,-2.15
502,12360,0.387878788,-1.17
503,12370,0.384848485,-1.66
502,12380,0.387878788,-1.66
503,12390,0.384848485,-1.17
502,12400,0.387878788,-1.17
503,12410,0.384848485,-1.17
503,12420,0.384848485,-1.17
503,12430,0.384848485,-1.17
502,12440,0.387878788,-1.17
502,12450,0.387878788,-2.15
503,12460,0.384848485,-1.17
503,12470,0.384848485,-1.17
502,12480,0.387878788,-1.66
502,12490,0.387878788,-1.17
502,12500,0.387878788,-1.66
502,12510,0.387878788,-1.66
503,12520,0.384848485,-1.17
502,12530,0.387878788,-1.17
502,12540,0.387878788,-1.66
502,12550,0.387878788,-1.17
502,12560,0.387878788,-1.66
502,12570,0.387878788,-1.66
502,12580,0.387878788,-1.66
503,12590,0.384848485,-1.17
502,12600,0.387878788,-1.66
502,12610,0.387878788,-1.66
502,12620,0.387878788,-1.17
502,12630,0.387878788,-2.15
502,12640,0.387878788,-2.15
503,12650,0.384848485,-1.66
502,12660,0.387878788,-1.17
503,12670,0.384848485,-1.66
503,12680,0.384848485,-1.17
503,12690,0.384848485,-1.17
503,12700,0.384848485,-1.17
503,12710,0.384848485,-1.66
502,12720,0.387878788,-1.17
502,12730,0.387878788,-1.66
502,12740,0.387878788,-2.15
502,12750,0.387878788,-1.66
502,12760,0.387878788,-1.66
502,12770,0.387878788,-2.15
502,12780,0.387878788,-1.66
502,12790,0.387878788,-1.66
502,12800,0.387878788,-1.17
502,12810,0.387878788,-1.17
502,12820,0.387878788,-1.66
503,12830,0.384848485,-2.15
503,12840,0.384848485,-1.66
502,12850,0.387878788,-1.66
502,12860,0.387878788,-1.17
502,12870,0.387878788,-1.17
502,12880,0.387878788,-1.66
502,12890,0.387878788,-2.15
502,12900,0.387878788,-1.66
502,12910,0.387878788,-1.66
502,12920,0.387878788,-1.66
502,12930,0.387878788,-1.66
502,12940,0.387878788,-2.15
502,12950,0.387878788,-1.66
502,12960,0.387878788,-1.66
502,12970,0.387878788,-1.17
502,12980,0.387878788,-1.17
502,12990,0.387878788,-1.17
502,13000,0.387878788,-1.66
502,13010,0.387878788,-1.17
502,13020,0.387878788,-1.66
502,13030,0.387878788,-1.66
502,13040,0.387878788,-1.66
502,13050,0.387878788,-2.15
502,13060,0.387878788,-2.15
502,13070,0.387878788,-1.17
502,13080,0.387878788,-2.15
502,13090,0.387878788,-1.66
502,13100,0.387878788,-2.15
502,13110,0.387878788,-1.66
502,13120,0.387878788,-1.17
502,13130,0.387878788,-1.17
502,13140,0.387878788,-1.66
502,13150,0.387878788,-2.15
502,13160,0.387878788,-1.66
502,13170,0.387878788,-1.17
502,13180,0.387878788,-1.66
502,13190,0.387878788,-2.15
502,13200,0.387878788,-1.17
502,13210,0.387878788,-1.66
502,13220,0.387878788,-1.66
502,13230,0.387878788,-1.17
502,13240,0.387878788,-1.66
502,13250,0.387878788,-2.15
502,13260,0.387878788,-1.17
502,13270,0.387878788,-1.17
502,13280,0.387878788,-1.66
502,13290,0.387878788,-2.15
502,13300,0.387878788,-2.15
502,13310,0.387878788,-1.66
502,13320,0.387878788,-1.66
502,13330,0.387878788,-1.17
502,13340,0.387878788,-1.66
502,13350,0.387878788,-2.15
503,13360,0.384848485,-2.15
502,13370,0.387878788,-1.66
502,13380,0.387878788,-2.15
502,13390,0.387878788,-1.66
502,13400,0.387878788,-1.66
502,13410,0.387878788,-1.66
502,13420,0.387878788,-1.66
502,13430,0.387878788,-2.15
502,13440,0.387878788,-2.15
502,13450,0.387878788,-1.17
502,13460,0.387878788,-1.66
502,13470,0.387878788,-2.15
502,13480,0.387878788,-1.17
502,13490,0.387878788,-1.66
502,13500,0.387878788,-1.66
502,13510,0.387878788,-1.66
502,13520,0.387878788,-1.66
502,13530,0.387878788,-1.66
502,13540,0.387878788,-1.66
502,13550,0.387878788,-1.66
502,13560,0.387878788,-1.66
502,13570,0.387878788,-1.66
502,13580,0.387878788,-1.17
502,13590,0.387878788,-1.17
502,13600,0.387878788,-1.66
502,13610,0.387878788,-1.66
502,13620,0.387878788,-1.17
502,13630,0.387878788,-1.17
502,13640,0.387878788,-1.17
502,13650,0.387878788,-1.17
502,13660,0.387878788,-1.66
502,13670,0.387878788,-1.66
502,13680,0.387878788,-1.17
502,13690,0.387878788,-1.17
502,13700,0.387878788,-1.66
502,13710,0.387878788,-1.17
502,13720,0.387878788,-2.15
502,13730,0.387878788,-1.17
502,13740,0.387878788,-1.66
502,13750,0.387878788,-1.17
502,13760,0.387878788,-1.66
502,13770,0.387878788,-1.17
502,13780,0.387878788,-1.66
502,13790,0.387878788,-1.17
502,13800,0.387878788,-1.17
503,13810,0.384848485,-2.15
502,13820,0.387878788,-1.66
502,13830,0.387878788,-1.17
502,13840,0.387878788,-1.17
502,13850,0.387878788,-1.66
502,13860,0.387878788,-1.17
502,13870,0.387878788,-1.17
502,13880,0.387878788,-1.66
502,13890,0.387878788,-2.15
502,13900,0.387878788,-2.15
502,13910,0.387878788,-1.66
502,13920,0.387878788,-1.66
502,13930,0.387878788,-1.66
502,13940,0.387878788,-2.15
502,13950,0.387878788,-2.15
502,13960,0.387878788,-2.15
502,13970,0.387878788,-1.66
502,13980,0.387878788,-2.15
502,13990,0.387878788,-2.15
502,14000,0.387878788,-1.66
502,14010,0.387878788,-1.17
503,14020,0.384848485,-1.66
502,14030,0.387878788,-1.66
502,14040,0.387878788,-1.17
502,14050,0.387878788,-1.17
502,14060,0.387878788,-2.15
502,14070,0.387878788,-2.15
502,14080,0.387878788,-1.66
502,14090,0.387878788,-1.17
502,14100,0.387878788,-1.66
502,14110,0.387878788,-1.17
502,14120,0.387878788,-1.66
502,14130,0.387878788,-2.15
502,14140,0.387878788,-2.15
502,14150,0.387878788,-1.17
502,14160,0.387878788,-1.17
502,14170,0.387878788,-1.66
502,14180,0.387878788,-1.17
502,14190,0.387878788,-1.66
502,14200,0.387878788,-1.17
502,14210,0.387878788,-1.66
502,14220,0.387878788,-1.66
502,14230,0.387878788,-2.15
502,14240,0.387878788,-1.66
502,14250,0.387878788,-2.15
502,14260,0.387878788,-1.17
502,14270,0.387878788,-1.66
502,14280,0.387878788,-1.66
502,14290,0.387878788,-2.15
502,14300,0.387878788,-1.66
502,14310,0.387878788,-1.17
502,14320,0.387878788,-1.66
502,14330,0.387878788,-1.66
502,14340,0.387878788,-1.66
502,14350,0.387878788,-1.66
502,14360,0.387878788,-2.15
503,14370,0.384848485,-1.17
502,14380,0.387878788,-2.15
502,14390,0.387878788,-1.66
502,14400,0.387878788,-1.66
503,14410,0.384848485,-1.66
503,14420,0.384848485,-1.66
503,14430,0.384848485,-2.15
503,14440,0.384848485,-1.66
502,14450,0.387878788,-1.66
502,14460,0.387878788,-1.17
503,14470,0.384848485,-1.17
503,14480,0.384848485,-2.15
502,14490,0.387878788,-1.17
502,14500,0.387878788,-1.17
502,14510,0.387878788,-1.66
502,14520,0.387878788,-1.17
502,14530,0.387878788,-1.66
502,14540,0.387878788,-1.66
502,14550,0.387878788,-1.66
502,14560,0.387878788,-1.66
502,14570,0.387878788,-1.17
502,14580,0.387878788,-2.15
502,14590,0.387878788,-2.15
502,14600,0.387878788,-1.66
502,14610,0.387878788,-1.17
502,14620,0.387878788,-1.66
502,14630,0.387878788,-1.17
502,14640,0.387878788,-2.15
502,14650,0.387878788,-1.17
502,14660,0.387878788,-1.17
503,14670,0.384848485,-2.15
503,14680,0.384848485,-1.17
502,14690,0.387878788,-1.66
502,14700,0.387878788,-1.17
502,14710,0.387878788,-1.66
502,14720,0.387878788,-1.66
502,14730,0.387878788,-1.17
502,14740,0.387878788,-2.15
502,14750,0.387878788,-1.17
502,14760,0.387878788,-2.15
502,14770,0.387878788,-1.66
502,14780,0.387878788,-1.17
502,14790,0.387878788,-1.66
502,14800,0.387878788,-1.66
502,14810,0.387878788,-2.15
502,14820,0.387878788,-1.66
503,14830,0.384848485,-1.66
503,14840,0.384848485,-1.17
503,14850,0.384848485,-1.17
502,14860,0.387878788,-1.66
502,14870,0.387878788,-1.66
503,14880,0.384848485,-2.15
502,14890,0.387878788,-1.66
502,14900,0.387878788,-1.66
502,14910,0.387878788,-1.66
502,14920,0.387878788,-1.66
503,14930,0.384848485,-1.17
502,14940,0.387878788,-1.17
502,14950,0.387878788,-1.17
502,14960,0.387878788,-1.66
502,14970,0.387878788,-2.15
503,14980,0.384848485,-1.17
503,14990,0.384848485,-1.17
503,15000,0.384848485,-1.17
503,15010,0.384848485,-1.17
503,15020,0.384848485,-1.66
503,15030,0.384848485,-1.66
503,15040,0.384848485,-1.17
503,15050,0.384848485,-1.66
502,15060,0.387878788,-1.66
502,15070,0.387878788,-1.66
503,15080,0.384848485,-1.17
502,15090,0.387878788,-1.66
502,15100,0.387878788,-1.17
502,15110,0.387878788,-2.15
502,15120,0.387878788,-1.66
503,15130,0.384848485,-2.15
502,15140,0.387878788,-1.17
502,15150,0.387878788,-1.17
502,15160,0.387878788,-1.17
502,15170,0.387878788,-1.17
503,15180,0.384848485,-1.17
503,15190,0.384848485,-1.17
502,15200,0.387878788,-1.17
502,15210,0.387878788,-1.66
502,15220,0.387878788,-1.66
502,15230,0.387878788,-1.17
503,15240,0.384848485,-2.15
502,15250,0.387878788,-1.66
502,15260,0.387878788,-2.15
502,15270,0.387878788,-1.66
502,15280,0.387878788,-1.17
502,15290,0.387878788,-1.66
502,15300,0.387878788,-2.15
502,15310,0.387878788,-1.17
502,15320,0.387878788,-1.17
502,15330,0.387878788,-1.66
502,15340,0.387878788,-1.17
502,15350,0.387878788,-1.17
503,15360,0.384848485,-2.15
502,15370,0.387878788,-1.17
502,15380,0.387878788,-1.66
502,15390,0.387878788,-1.17
502,15400,0.387878788,-1.66
502,15410,0.387878788,-1.66
502,15420,0.387878788,-1.17
502,15430,0.387878788,-1.66
502,15440,0.387878788,-1.17
502,15450,0.387878788,-1.66
503,15460,0.384848485,-2.15
502,15470,0.387878788,-1.66
502,15480,0.387878788,-1.66
502,15490,0.387878788,-1.66
502,15500,0.387878788,-1.17
502,15510,0.387878788,-1.66
502,15520,0.387878788,-1.66
502,15530,0.387878788,-1.66
502,15540,0.387878788,-1.17
502,15550,0.387878788,-1.66
502,15560,0.387878788,-2.15
502,15570,0.387878788,-1.66
502,15580,0.387878788,-1.66
502,15590,0.387878788,-1.66
502,15600,0.387878788,-1.17
502,15610,0.387878788,-1.66
503,15620,0.384848485,-1.66
502,15630,0.387878788,-1.66
502,15640,0.387878788,-1.66
502,15650,0.387878788,-1.66
502,15660,0.387878788,-1.17
502,15670,0.387878788,-1.66
502,15680,0.387878788,-1.66
502,15690,0.387878788,-1.17
502,15700,0.387878788,-1.17
502,15710,0.387878788,-1.66
502,15720,0.387878788,-1.17
502,15730,0.387878788,-1.17
502,15740,0.387878788,-1.17
502,15750,0.387878788,-1.17
503,15760,0.384848485,-1.66
503,15770,0.384848485,-1.17
502,15780,0.387878788,-1.17
503,15790,0.384848485,-1.66
502,15800,0.387878788,-1.66
502,15810,0.387878788,-1.66
502,15820,0.387878788,-1.17
502,15830,0.387878788,-1.17
502,15840,0.387878788,-1.17
502,15850,0.387878788,-1.66
502,15860,0.387878788,-1.66
502,15870,0.387878788,-1.17
502,15880,0.387878788,-1.17
502,15890,0.387878788,-1.17
502,15900,0.387878788,-1.17
502,15910,0.387878788,-2.15
502,15920,0.387878788,-1.17
502,15930,0.387878788,-1.17
502,15940,0.387878788,-1.66
502,15950,0.387878788,-1.66
502,15960,0.387878788,-1.66
503,15970,0.384848485,-1.17
503,15980,0.384848485,-1.17
502,15990,0.387878788,-1.17
503,16000,0.384848485,-1.17
503,16010,0.384848485,-1.66
503,16020,0.384848485,-1.17
503,16030,0.384848485,-1.17
503,16040,0.384848485,-1.17
503,16050,0.384848485,-1.66
502,16060,0.387878788,-2.15
502,16070,0.387878788,-1.66
502,16080,0.387878788,-1.66
502,16090,0.387878788,-2.15
502,16100,0.387878788,-1.66
502,16110,0.387878788,-1.17
502,16120,0.387878788,-1.17
502,16130,0.387878788,-1.66
502,16140,0.387878788,-1.66
503,16150,0.384848485,-1.17
502,16160,0.387878788,-1.17
502,16170,0.387878788,-1.66
502,16180,0.387878788,-1.17
502,16190,0.387878788,-2.15
502,16200,0.387878788,-2.15
502,16210,0.387878788,-1.66
502,16220,0.387878788,-1.66
502,16230,0.387878788,-1.17
502,16240,0.387878788,-2.15
502,16250,0.387878788,-1.17
502,16260,0.387878788,-1.66
502,16270,0.387878788,-1.17
502,16280,0.387878788,-1.66
502,16290,0.387878788,-1.17
502,16300,0.387878788,-1.66
502,16310,0.387878788,-1.17
502,16320,0.387878788,-1.66
502,16330,0.387878788,-1.66
502,16340,0.387878788,-1.66
502,16350,0.387878788,-1.66
503,16360,0.384848485,-1.66
502,16370,0.387878788,-2.15
502,16380,0.387878788,-1.66
502,16390,0.387878788,-2.15
502,16400,0.387878788,-1.17
502,16410,0.387878788,-1.66
503,16420,0.384848485,-2.15
502,16430,0.387878788,-1.17
503,16440,0.384848485,-1.17
502,16450,0.387878788,-1.66
503,16460,0.384848485,-2.15
502,16470,0.387878788,-1.66
502,16480,0.387878788,-1.17
503,16490,0.384848485,-1.17
502,16500,0.387878788,-1.17
503,16510,0.384848485,-1.66
502,16520,0.387878788,-1.17
502,16530,0.387878788,-2.15
503,16540,0.384848485,-1.17
503,16550,0.384848485,-1.17
502,16560,0.387878788,-1.66
503,16570,0.384848485,-1.66
502,16580,0.387878788,-1.17
502,16590,0.387878788,-1.66
502,16600,0.387878788,-1.17
502,16610,0.387878788,-1.66
503,16620,0.384848485,-1.66
503,16630,0.384848485,-1.17
502,16640,0.387878788,-1.66
503,16650,0.384848485,-1.17
502,16660,0.387878788,-1.66
503,16670,0.384848485,-1.17
503,16680,0.384848485,-1.66
502,16690,0.387878788,-2.15
503,16700,0.384848485,-1.66
502,16710,0.387878788,-1.66
502,16720,0.387878788,-1.17
502,16730,0.387878788,-1.17
503,16740,0.384848485,-1.17
502,16750,0.387878788,-1.66
502,16760,0.387878788,-1.66
502,16770,0.387878788,-2.15
503,16780,0.384848485,-2.15
503,16790,0.384848485,-1.17
503,16800,0.384848485,-1.17
502,16810,0.387878788,-1.66
502,16820,0.387878788,-1.17
502,16830,0.387878788,-1.66
503,16840,0.384848485,-1.66
503,16850,0.384848485,-1.66
502,16860,0.387878788,-2.15
502,16870,0.387878788,-1.66
502,16880,0.387878788,-1.66
503,16890,0.384848485,-1.17
502,16900,0.387878788,-1.66
502,16910,0.387878788,-2.15
503,16920,0.384848485,-1.17
502,16930,0.387878788,-1.66
503,16940,0.384848485,-1.17
502,16950,0.387878788,-1.66
502,16960,0.387878788,-1.17
503,16970,0.384848485,-1.66
502,16980,0.387878788,-1.17
502,16990,0.387878788,-2.15
502,17000,0.387878788,-1.66
503,17010,0.384848485,-1.66
502,17020,0.387878788,-1.66
502,17030,0.387878788,-1.17
502,17040,0.387878788,-1.17
502,17050,0.387878788,-1.17
502,17060,0.387878788,-1.17
503,17070,0.384848485,-1.66
502,17080,0.387878788,-1.66
502,17090,0.387878788,-2.15
502,17100,0.387878788,-1.66
502,17110,0.387878788,-1.66
502,17120,0.387878788,-1.17
502,17130,0.387878788,-2.15
502,17140,0.387878788,-1.66
502,17150,0.387878788,-2.15
502,17160,0.387878788,-1.17
503,17170,0.384848485,-1.66
502,17180,0.387878788,-1.17
502,17190,0.387878788,-1.66
502,17200,0.387878788,-1.66
502,17210,0.387878788,-2.15
502,17220,0.387878788,-1.17
502,17230,0.387878788,-1.17
502,17240,0.387878788,-1.17
502,17250,0.387878788,-1.17
502,17260,0.387878788,-1.66
503,17270,0.384848485,-1.66
502,17280,0.387878788,-1.66
502,17290,0.387878788,-2.15
502,17300,0.387878788,-2.15
502,17310,0.387878788,-2.15
502,17320,0.387878788,-1.17
502,17330,0.387878788,-2.15
502,17340,0.387878788,-1.66
502,17350,0.387878788,-1.66
502,17360,0.387878788,-2.15
503,17370,0.384848485,-1.66
502,17380,0.387878788,-1.17
503,17390,0.384848485,-1.66
503,17400,0.384848485,-1.17
502,17410,0.387878788,-1.66
502,17420,0.387878788,-1.17
502,17430,0.387878788,-1.17
502,17440,0.387878788,-1.66
503,17450,0.384848485,-1.66
503,17460,0.384848485,-1.17
502,17470,0.387878788,-1.17
503,17480,0.384848485,-1.17
503,17490,0.384848485,-1.17
502,17500,0.387878788,-1.17
